Latitude,Longitude,Cluster
48.836718,-64.474653,16
47.171685,-70.306608,58
47.238146,-61.831652,5
45.50898087,-73.55149881,138
48.38743,-70.590368,21
45.4029295,-71.89612,94
48.593137,-68.269553,28
48.424421,-71.076994,21
48.472836,-78.046038,19
45.42994551,-73.66645979,-1
45.974468,-64.5654467,44
45.4812963,-73.5582054,-1
47.5513112,-65.0626781,17
49.88497695,-97.12486746,101
45.2470887,-73.8032881,-1
47.194063,-70.287071,58
46.071087,-72.821653,-1
46.8062847,-71.2217335,59
45.565207,-73.19007,-1
45.405268,-71.894321,94
45.0967173,-72.623971,93
46.232868,-72.610196,87
47.8117027,-65.1865586,17
45.2619399,-74.1099819,-1
46.3483343,-72.55244,88
45.513319,-73.576901,-1
45.4766,-73.592173,-1
45.863884,-71.822095,-1
45.723564,-75.0564,72
49.533333,-98.55,81
45.523046,-73.5930012,-1
46.2325975,-72.6103779,87
45.534662,-73.719762,116
48.449804,-68.5169666,28
46.811955,-71.207959,59
46.34479831,-72.53716561,88
47.829825,-69.54588,-1
45.48921315,-73.63679438,130
45.55341708,-73.55344353,128
46.8113726,-71.1802276,59
48.31756581,-70.85395694,21
46.813062,-71.205201,59
45.2956772,-73.25265372,92
48.59210044,-72.338423,22
45.35906,-72.668844,93
45.305322,-73.253986,92
47.0449182,-70.8952666,58
47.969376,-69.289286,-1
47.612327,-68.792232,40
45.502718,-73.614969,-1
46.370681,-70.922348,52
46.283108,-74.735382,-1
47.5131096,-64.9074959,17
47.3709406,-68.3155721,40
45.218701,-73.229324,92
46.856712,-71.357488,59
48.592193,-72.338147,22
48.521781,-64.212214,16
46.8042957,-71.1829841,59
48.753323,-72.013411,22
49.679036,-67.16727,-1
45.402181,-71.893552,94
47.45730585,-70.36354882,57
48.849967,-67.548748,-1
47.128556,-70.371617,58
46.310991,-70.881887,52
45.50459635,-73.57362,140
46.347535,-72.54154,88
48.133457,-78.122444,19
46.096032,-71.325864,-1
51.4120675,-57.203036,-1
45.42511845,-75.72271056,-1
45.884339,-72.488762,-1
46.800969,-71.225027,59
46.348462,-72.544755,88
45.8798856,-72.4804832,-1
45.571969,-73.7841,-1
46.34493625,-72.53983219,88
47.367739,-70.040857,-1
47.5661803,-69.8681206,-1
50.213446,-66.375888,-1
48.4504531,-68.52917134,28
45.400134,-74.027323,-1
45.639424,-73.840622,-1
48.133217,-69.159825,-1
50.2279193,-66.39257102,-1
45.65163055,-72.69268642,-1
44.51895214,-78.70852968,98
52.1278768,-106.688759,53
45.125225,-71.462772,-1
49.02169224,-122.8074195,-1
49.16781256,-122.5751332,89
50.0326958,-125.2699716,65
42.98300608,-81.25440844,108
49.26946905,-123.2594145,109
43.64495985,-79.4171645,142
43.65459813,-79.44596604,142
43.73929165,-79.62500267,-1
44.22377664,-76.49228664,77
45.494766,-72.310548,-1
43.6387762,-79.38064618,142
47.171132,-70.309002,58
43.64961155,-79.4118298,142
48.1478022,-80.0482754,19
43.013942,-81.306228,108
49.25732755,-123.1366058,-1
45.492172,-73.616944,130
45.575959,-73.659539,-1
49.10459322,-122.7322494,-1
45.528809,-73.714799,116
49.276365,-123.144897,123
44.15589218,-79.87802718,-1
42.9560637,-81.6240167,108
50.4779561,-104.5756882,62
43.3702673,-79.8297747,134
53.6328914,-113.6273901,107
44.9190233,-79.3894647,-1
45.30144688,-79.2035263,-1
45.1179217,-79.5775045,-1
45.261659,-74.13108,-1
53.53521235,-113.4772856,107
43.17372848,-80.29712564,115
56.5421614,-79.2259227,0
50.2425411,-117.8044963,-1
56.0411003,-117.1305743,3
49.1634001,-123.9326489,69
49.1650028,-123.9362744,69
44.520407,-80.0209098,103
50.3522083,-113.7777797,-1
51.5817407,-102.0767427,-1
49.21776635,-122.964558,104
43.6663211,-79.3527778,142
48.579214,-72.232794,22
45.41326339,-75.68850502,120
51.01423945,-114.1162943,84
44.6595611,-63.5927716,41
49.88639645,-97.13766453,101
46.81859,-71.199981,59
45.34919706,-75.74143183,105
45.32727727,-75.74432068,105
47.6178357,-65.6561618,17
45.27451675,-66.06129966,32
45.27328615,-66.06473343,32
45.92349061,-64.64289105,44
45.96223095,-66.6403554,33
46.1346582,-64.8885118,45
50.6308054,-96.985013,-1
49.2078392,-122.9063479,104
47.5296172,-52.7420607,13
43.25511202,-79.07085264,117
43.05916344,-79.12128046,118
43.08861466,-79.09125483,118
43.25214528,-79.0716989,117
50.1071749,-120.786252,-1
45.65594934,-60.86942186,30
49.01294933,-88.26284569,6
46.1045283,-79.4986682,37
51.5110223,-105.0030406,43
45.14749414,-74.5842787,-1
43.15118187,-80.25257713,115
49.2305637,-100.0556285,86
44.743208,-65.5376987,47
43.8932011,-81.3074161,46
54.2246496,-130.2921229,4
46.2099792,-60.2478078,31
51.1709852,-120.1310492,55
49.3380126,-123.0366339,-1
51.08903295,-115.3564559,49
54.6694768,-102.08122,2
60.0026021,-111.8930701,-1
60.0621942,-128.7061763,1
53.390167,-117.6124342,9
45.67497884,-62.70819546,39
48.3789359,-89.2672872,6
48.38226555,-89.24568243,6
52.26359362,-113.8057298,96
52.2747267,-113.7995145,96
42.99527545,-80.59978625,114
49.748092,-107.4872312,66
45.94727518,-60.81766608,-1
45.833904,-64.207838,44
45.56783834,-62.65933573,39
44.6455789,-63.58482861,41
44.64821985,-63.57674144,41
63.74349705,-68.51374166,-1
44.51572855,-77.52491767,-1
44.747095,-65.5182046,47
43.4421534,-79.6667767,-1
49.887206,-97.1338168,101
42.77309196,-82.11999611,90
56.67113525,-111.3459334,-1
42.2840262,-83.068267,82
49.8870905,-119.4942596,79
50.2568714,-119.2637588,-1
45.27331891,-66.05679957,32
45.39058733,-61.50045507,30
42.89351679,-78.92395698,-1
60.7185416,-135.0536571,1
43.56646481,-65.57973479,24
45.9090778,-82.2575561,15
44.66361583,-65.60605202,47
44.3591681,-78.7429248,-1
49.1784098,-119.5601729,80
43.15546063,-79.19433415,118
43.6558731,-79.39505169,142
44.582761,-79.43011942,97
43.714838,-79.34024292,142
43.3985161,-80.1982441,113
45.90051596,-61.09342119,30
48.6487992,-123.3961192,70
44.60839541,-79.41696606,97
43.8654271,-78.8289683,121
49.0330709,-119.4627686,-1
44.3854518,-80.31121097,-1
45.4157447,-75.6914476,120
51.4890299,-107.0536808,67
44.28344747,-64.33485117,34
49.3543542,-54.7392682,7
45.51578353,-75.38943736,95
45.51604031,-75.38964142,95
44.57127815,-80.94488426,102
46.527856,-72.751052,-1
49.2624508,-123.2523425,109
43.68636982,-79.36033724,142
47.457606,-70.363798,57
45.365401,-73.871764,-1
42.1036621,-83.1132785,82
44.63907464,-64.63047012,34
49.3202864,-124.3071537,69
43.90421615,-78.86790368,121
55.138391,-120.9918857,3
56.22362829,-117.2851544,3
49.77198615,-119.7384527,79
43.68498361,-79.75736938,136
46.23485435,-63.13069035,26
41.7372093,-82.6729965,-1
50.322927,-122.8075406,56
44.77524552,-79.93694474,97
49.4737583,-119.5826126,80
44.0403946,-64.712124,35
45.8907243,-77.2643179,68
44.3080783,-78.3016576,99
45.93214925,-65.1755886,-1
42.8938718,-82.1385297,90
47.4649312,-52.7052332,13
48.8694856,-64.2128628,16
45.4295295,-75.69694953,125
43.9260473,-79.07502453,-1
45.51626431,-75.38994479,95
45.51505461,-75.38970882,95
49.485667,-113.9502919,54
45.44043974,-75.9534183,-1
51.3287956,-113.6074734,-1
48.6335658,-93.8288699,-1
49.2649397,-122.6892698,-1
46.806855,-71.213084,59
54.8485106,-112.343948,-1
51.7824375,-108.6501855,60
48.43595176,-123.3772413,70
48.4360759,-123.3772683,70
46.260837,-63.1688058,26
45.50263065,-73.55418115,-1
48.516988,-68.470166,28
45.315506,-73.966168,-1
45.27259213,-66.06204873,32
43.66135771,-79.38514291,142
45.6027864,-76.4885724,73
52.599046,-103.2611841,-1
42.6454937,-80.8059775,-1
53.6680102,-132.1983924,4
42.88762817,-79.25186922,-1
42.78475645,-80.19868914,111
50.7210161,-127.4925135,29
45.6475022,-61.4048425,30
50.5883801,-127.0894605,29
49.27919001,-122.8507565,104
48.5061629,-53.077607,10
55.7149895,-120.131206,3
49.8313649,-124.5271583,64
50.457069,-100.6093711,63
52.47566895,-110.873558,-1
49.6934393,-106.4557443,66
49.1906476,-97.7554576,-1
46.70210542,-71.40196116,59
45.10981151,-64.37929192,48
44.0422275,-77.7370071,78
53.2156729,-105.773884,42
46.62811936,-63.92976755,27
53.9260226,-122.7644043,11
46.5374696,-84.3635902,-1
62.45624665,-114.380029,-1
54.315552,-130.3248307,4
44.23414408,-76.48549524,77
43.1667274,-80.5255509,115
49.4567865,-120.5093798,-1
45.51652815,-75.39111526,95
44.04781702,-77.7396843,78
47.0952592,-55.74366549,8
44.22411301,-76.48470845,77
45.352172,-65.5481522,32
44.6659916,-63.5691658,41
50.1305765,-97.3266531,-1
50.61584195,-127.5698406,29
43.6781015,-79.40941578,142
44.22660633,-76.49242391,77
43.63687645,-79.40804972,142
45.7857158,-66.1443248,33
44.0402695,-64.7123513,35
52.9762271,-122.4894695,11
47.5796208,-52.6842171,13
44.05939574,-77.43420677,78
43.8919197,-79.26661108,137
43.89192613,-79.26651289,137
47.5623925,-52.709129,13
49.2282038,-102.1730689,-1
45.09202834,-64.35560286,48
56.0676379,-118.3686577,3
50.4551063,-104.7394783,62
52.26468439,-113.8055488,96
51.0143794,-93.82149498,-1
45.504481,-73.577584,-1
43.642557,-79.37040111,142
54.72052926,-113.2829237,-1
49.1741508,-113.4545181,-1
45.7300564,-77.2793698,68
49.2806995,-123.1031317,127
48.0655119,-66.3804793,17
46.09411402,-64.77469494,45
51.0000355,-118.1942981,-1
45.647426,-72.142214,-1
49.1641205,-123.1411334,-1
44.89839645,-76.02135526,75
44.67957265,-76.3981541,-1
42.4360524,-81.8833419,91
50.6632462,-99.9607409,63
49.8199559,-97.1137662,-1
52.13389625,-106.6400462,53
43.1617263,-79.0556002,118
50.9027226,-106.8678298,67
50.3851609,-101.7038327,63
45.52967353,-73.55567617,-1
49.1769004,-105.9470977,66
50.66999097,-120.3736019,55
43.15007492,-79.2458824,118
49.286863,-123.132187,-1
46.1851512,-62.580284,26
49.41242295,-82.42374662,-1
42.3650441,-81.8836612,91
44.02546329,-76.93948678,77
52.2919298,-103.812789,43
51.2996461,-112.9510927,-1
51.5531759,-107.9781087,-1
44.7242393,-64.4566695,-1
45.0755666,-67.0514683,18
45.6797378,-76.7884148,-1
43.761096,-65.3232384,25
50.6735005,-100.8131682,63
50.4983172,-59.4782703,-1
49.1632386,-57.4433323,-1
53.54299255,-113.5416464,107
48.4197014,-123.3676159,70
48.4197259,-123.3678546,70
43.6470398,-79.384455,142
45.431451,-75.69926033,125
43.0008751,-81.2337595,108
45.43152514,-75.6992217,125
44.08000453,-81.00054373,-1
44.22770748,-76.46952182,77
45.47958145,-73.595588,131
47.58264305,-52.69519046,13
43.66779539,-79.39421229,142
50.4398168,-104.6164773,62
45.2552432,-75.3573542,-1
49.638013,-102.2747678,71
49.5013513,-119.6110412,80
48.58111665,-123.3971133,70
45.2756393,-66.0647019,32
44.6313165,-63.58166915,41
45.864433,-73.14723,-1
45.404928,-73.956367,110
49.1957492,-117.2811686,-1
50.7101103,-119.2297638,-1
48.8536106,-123.5183971,70
53.8246818,-101.2542738,2
49.2009132,-122.9278272,104
49.19955079,-122.9117624,104
49.9904792,-117.3737555,-1
43.76451149,-79.44112323,141
50.44876,-104.61731,62
52.09491625,-106.6733936,53
50.43290385,-104.5943099,62
50.4468317,-104.6126869,62
52.09084295,-106.6690019,53
46.5079684,-84.3278915,-1
45.51486956,-75.38899423,95
43.7580445,-79.25643433,-1
45.40223702,-75.62471727,-1
45.9584345,-66.6390362,33
46.4691509,-80.9940416,14
49.273743,-123.103652,-1
45.36367625,-75.73632968,105
44.105366,-78.94481265,-1
43.5514984,-81.3947517,46
49.27113215,-123.1448866,123
43.56635644,-65.5805317,24
50.67878391,-120.2950506,55
52.7766192,-111.6916975,-1
42.31208593,-82.94421545,82
50.1818798,-97.4514064,-1
49.9292682,-97.1131789,-1
44.9915119,-64.1426677,48
44.10126685,-79.44188334,-1
48.65288,-123.6116251,70
44.54867127,-80.4519783,103
43.760617,-65.3238608,25
45.1409525,-61.9841453,-1
46.47332665,-67.57888119,-1
50.8367487,-118.993509,-1
48.6488029,-123.3992564,70
43.95748775,-78.17130828,-1
49.0290018,-122.284031,74
43.70946718,-79.65277261,136
49.8416142,-119.9716321,-1
44.4464555,-79.843818,103
49.2768784,-122.8667274,104
45.8525394,-73.757573,-1
44.24456666,-76.5232461,77
48.019392,-65.2503294,17
44.90179095,-76.02836986,75
52.6463211,-114.2416453,-1
45.579278,-75.412561,95
45.5402838,-73.5064607,-1
45.494822,-73.5611097,-1
45.5088811,-73.564903,139
46.7659352,-71.2722327,59
45.97441387,-64.56586678,44
42.7126454,-82.4783163,90
48.3841265,-123.7056407,70
49.3702759,-106.3859754,66
44.26315372,-80.5520307,-1
49.6401401,-102.4929058,71
49.2055869,-119.8251807,80
49.9034958,-109.4811376,51
43.39031298,-79.71091105,-1
43.67902804,-79.40832763,142
55.7783722,-118.8297354,3
45.51678326,-75.39070119,95
45.51688115,-75.39086205,95
45.63417751,-64.07459075,-1
43.3993586,-79.7618043,134
50.1187767,-122.9474317,56
43.15510987,-79.19428598,118
45.90110646,-64.51698719,44
49.658114,-98.343383,81
45.2319768,-81.63142876,-1
45.4104195,-73.6653815,-1
49.8817415,-97.193665,100
46.2926484,-84.035187,-1
46.9380847,-55.4402839,8
43.8121115,-79.331968,-1
44.33380056,-66.11543132,-1
45.1525856,-61.9751073,-1
47.0301457,-65.4612412,17
46.14276383,-60.19871733,31
50.1789339,-96.8235048,-1
49.2762481,-123.1430717,123
47.568113,-52.7087665,13
49.8757021,-97.1191187,101
45.40360916,-75.71573713,-1
45.32923794,-75.82155324,-1
49.294408,-123.137914,-1
43.40464031,-80.48060293,113
52.3175983,-112.7309439,-1
49.1253077,-123.182869,-1
45.519323,-73.53624,133
55.9342563,-129.991175,4
45.23448024,-75.90566851,-1
42.97408412,-82.40691843,-1
53.5396502,-114.0085131,-1
45.0188823,-74.7387334,-1
49.6794143,-103.027161,71
51.0695568,-104.9563949,-1
50.4038616,-100.3976492,63
53.513084,-113.3144622,107
51.9326659,-102.5341108,43
46.4899039,-80.9910467,14
50.3400988,-105.5345254,61
49.6008077,-119.6788487,80
47.5806415,-52.7335473,13
52.2483222,-113.8089541,96
45.71061766,-63.2859451,38
49.3998362,-123.5094247,-1
49.1049308,-122.7318198,-1
45.694183,-63.1514852,38
45.10491,-72.615209,93
48.4659149,-123.3744481,70
50.2980109,-107.7991913,67
45.9254027,-59.9623443,31
46.24505251,-60.23294964,31
45.3949992,-75.8545931,-1
49.5224819,-108.8272092,51
49.7847074,-112.149657,54
49.9217951,-126.6630363,-1
43.65588111,-79.45550181,142
45.51697616,-75.39153566,95
42.94589573,-80.44236571,114
51.0538728,-114.024439,83
53.56122485,-113.5644151,107
43.69437695,-79.3975492,142
43.65458734,-79.38665571,142
43.64678823,-79.38555595,142
51.01423945,-114.1162943,84
49.2804859,-123.1015866,127
47.829048,-69.545458,-1
43.6672408,-79.40015162,142
45.430163,-75.709173,125
45.1927599,-67.2794076,18
44.6533638,-63.5806211,41
43.7594754,-65.3235032,25
48.3624993,-89.3110982,6
53.5540871,-113.5001642,107
45.431425,-73.675626,-1
43.2421368,-79.8172505,135
47.5356545,-53.2075901,12
47.438558,-70.506658,57
49.900087,-97.13616714,101
53.09701411,-113.472862,106
45.412616,-73.941653,110
45.49839,-73.579693,-1
49.8725568,-97.2293853,100
46.2303191,-63.1279131,26
49.05277445,-122.3272516,74
47.5660823,-52.71145761,13
49.20713369,-122.9119034,104
42.9576858,-81.2235227,108
42.31122465,-83.03428894,82
48.5305599,-80.4659525,19
43.45019713,-80.48942736,113
46.09205297,-64.78598893,45
43.12606872,-79.19853912,118
44.3253587,-76.1596281,77
48.3825988,-89.2452145,6
48.4359873,-89.22644813,6
46.1841032,-82.940634,15
48.4737271,-81.3320552,-1
53.6021742,-115.0139347,-1
53.2632744,-113.5548233,-1
47.6570189,-52.7292687,13
43.6790039,-79.33695097,142
43.6547094,-79.38172852,142
43.6416921,-79.38556685,142
43.65191957,-79.37053975,142
49.4928566,-117.2947616,-1
48.317199,-70.855861,21
50.72415745,-113.9685738,-1
49.8746142,-124.55387,64
49.0980785,-117.7084065,-1
46.721105,-79.093565,-1
49.8982754,-97.0691087,-1
43.89431345,-79.2669138,137
49.6268872,-98.7003919,81
51.1424187,-100.0523686,-1
49.274169,-123.09379,-1
48.3696436,-53.3581511,10
48.369878,-53.359843,10
51.8275417,-113.2274718,-1
44.8038305,-65.3582515,47
49.655236,-54.7765719,7
49.2538228,-123.2473213,109
49.26907,-123.259174,109
53.56058994,-113.4870167,107
53.54546855,-113.4877814,107
43.66194935,-79.40224121,142
53.5563838,-113.503555,107
49.277482,-123.1477655,123
44.895705,-63.8337895,-1
49.280103,-123.098813,127
51.0105212,-114.1260961,84
52.4446638,-109.2046231,60
45.4936279,-73.5846119,-1
46.7788415,-71.27521863,59
53.5292436,-113.5282184,107
49.2645689,-123.2476074,109
51.0774607,-114.1326646,-1
49.81120755,-97.13106637,-1
49.89093415,-97.153417,101
49.2666423,-123.1388698,122
45.368806,-71.859193,94
52.836232,-119.2616979,9
53.3028565,-120.1633496,-1
49.238472,-123.128627,-1
43.5391749,-81.4056652,46
49.278453,-123.098757,127
49.268419,-123.110397,119
49.233442,-123.126013,-1
49.1649289,-123.9349625,69
49.277465,-123.147587,123
49.2949211,-123.1485038,-1
49.282247,-123.0987999,127
54.0140007,-124.0146371,-1
49.9081257,-107.2996456,66
45.44448403,-75.66050942,-1
45.51778774,-75.39125024,95
49.511835,-105.622559,66
46.43510167,-63.64107644,27
47.773551,-53.2146813,12
46.344698,-72.540027,88
48.8648891,-72.0821877,22
45.129195,-72.806984,93
47.7833978,-65.0666704,17
43.67002689,-79.39167478,142
49.8871665,-97.1985157,100
49.8507978,-100.9373502,-1
45.3617111,-76.5,73
51.95,-103.8,43
42.5926004,-82.3784349,-1
45.41600338,-75.71533412,124
49.0956092,-100.803722,-1
42.93255473,-80.29800359,114
43.40039775,-80.4385813,113
45.51628794,-75.39090728,95
45.2269746,-75.68282325,-1
49.9053384,-102.0251052,71
43.71219184,-65.9828589,23
42.989043,-79.250666,-1
43.78300906,-80.13200609,-1
53.1036618,-121.5735286,11
44.99379712,-64.1336352,48
45.66505745,-79.64845305,50
49.3335234,-123.1601822,-1
49.33068623,-123.1640427,-1
49.8284753,-119.6298818,79
50.4129033,-105.5117458,61
52.09491625,-106.6733936,53
54.1522681,-113.8536611,-1
52.9694468,-113.3751377,106
50.11761825,-122.9568845,56
47.415479,-53.5292401,-1
44.003114,-79.393096,129
55.0908189,-59.1751116,-1
49.0221917,-122.8086382,-1
49.9560306,-95.9764571,-1
50.3313195,-102.2673483,63
45.33683457,-60.99605424,-1
46.1543939,-60.1841263,31
51.17529005,-115.573298,49
49.2794145,-123.0757838,-1
44.37602283,-64.53226106,34
46.1062535,-64.76720149,45
52.1306236,-122.1410067,11
43.03389196,-79.01975466,118
42.83279348,-79.93681622,111
50.511706,-116.0288768,-1
43.89208166,-79.26752268,137
42.31850631,-83.04242908,82
49.8946664,-97.1425663,101
49.8889694,-97.1342592,101
47.1410213,-55.31444786,8
45.51595048,-75.38956014,95
47.9543064,-53.3291072,-1
50.2065712,-97.6577818,-1
43.4636045,-80.48074269,113
43.129823,-80.75775,115
45.51663754,-75.3907618,95
45.9610731,-66.6385999,33
44.7360034,-79.8566298,97
43.8366354,-66.1157271,23
43.18308983,-79.2245641,118
43.6900216,-79.476208,142
43.857692,-79.3619396,-1
48.42241956,-123.3435527,70
48.4260053,-123.3691883,70
