Latitude,Longitude,Cluster
44.69751387,-79.64198651,97
44.67246845,-63.49997644,41
48.749205,-79.287679,-1
45.6493357,-72.6945259,-1
53.56597836,-113.6107219,107
44.50243061,-80.2147346,103
67.02961255,-126.093935,-1
42.18910229,-82.5557837,-1
45.66633135,-79.64109829,50
49.9024636,-99.9423835,85
53.54259812,-113.4733256,107
49.234076,-124.8002453,-1
44.5693226,-80.95397664,102
49.7617275,-125.010833,64
49.67254695,-124.9242602,64
47.6846745,-53.2328221,12
46.23453985,-63.1269015,26
45.48493065,-73.59833719,131
49.2958798,-109.5186382,51
46.4683736,-81.059924,14
49.2385727,-122.8619326,104
48.9513999,-57.941786,-1
45.873756,-70.984726,52
42.79539508,-81.64765255,-1
47.3153583,-70.1438016,57
44.22171316,-76.51379658,77
50.0592171,-124.9833213,65
45.5677909,-73.7434196,-1
45.287601,-74.175477,-1
49.129367,-66.489981,-1
53.489588,-104.6802045,42
49.6921529,-124.9983844,64
48.7407258,-123.6220936,70
48.7786872,-123.7080446,70
47.57068835,-52.69961626,13
48.4223429,-123.3430268,70
44.5251055,-80.32522742,103
49.5107477,-115.7672772,54
45.71061766,-63.2859451,38
49.10648569,-116.5121372,-1
47.5523511,-52.7157918,13
49.6348617,-114.5026035,54
49.6348617,-114.5026035,54
45.82854,-64.201653,44
45.513323,-75.38784298,95
45.51658034,-75.38976511,95
49.6189493,-125.0315783,64
45.51823238,-75.39295518,95
50.9471303,-104.2096383,-1
49.8485092,-100.9322654,-1
45.42046325,-75.70399092,-1
45.56003,-73.67677,116
49.842194,-99.9618249,85
58.453245,-78.104188,0
52.0857224,-114.3105996,-1
44.66663565,-63.56000383,41
43.864083,-79.4259099,-1
43.76969475,-79.41467019,141
64.0606605,-139.4316955,-1
55.7584345,-120.2287297,3
45.42735389,-63.44398129,36
45.51557155,-75.3904838,95
42.8561664,-80.50146165,114
49.09240685,-123.0868134,-1
49.5350543,-124.8165337,64
44.36767917,-64.51216015,34
43.64815367,-79.38048692,142
49.2820335,-112.2027577,54
53.5863666,-110.5251929,-1
45.35186366,-76.05215456,-1
50.6994525,-111.6757745,-1
45.95688215,-66.63582715,33
44.6410132,-63.5799849,41
46.3096742,-79.4378259,37
44.80271556,-79.93296801,97
46.30992025,-79.46538252,37
51.7993048,-108.8367672,60
47.729553,-68.642524,40
46.21351125,-60.0368547,31
49.3388931,-119.6317255,80
52.5846831,-112.5759626,-1
43.40239337,-80.43803167,113
44.05605058,-78.40852499,-1
45.2498565,-78.8911682,-1
45.440255,-73.766766,-1
43.7609325,-65.3241099,25
49.1390751,-58.1184321,-1
45.340326,-75.79470611,105
49.279983,-123.104168,127
53.2638848,-113.5481128,106
49.778782,-92.8363228,-1
44.0913488,-80.1381741,-1
49.5056078,-98.01273292,81
45.51717082,-75.39149645,95
45.51727726,-75.39155396,95
43.26824441,-79.95949583,135
43.2454417,-79.9960857,135
43.26947047,-79.88418486,135
45.51760104,-75.39185015,95
49.2653017,-123.1040486,119
50.8367487,-118.993509,-1
50.6422603,-93.24160124,-1
43.47061295,-80.54495797,113
51.3384981,-112.4949782,-1
45.364511,-71.59785,94
53.54095807,-113.4982063,107
53.5013895,-113.5806189,107
50.2785701,-112.0480885,54
44.30922706,-79.32222148,-1
51.1191284,-106.5986872,67
51.1788113,-115.5689783,49
42.7394151,-81.1923596,112
42.7745248,-81.1556812,112
42.778815,-81.20980205,112
44.0546542,-79.4585958,129
46.4404482,-62.0646864,-1
49.4099168,-99.4567713,86
49.8817779,-97.2339441,100
48.41369634,-123.369842,70
50.5457891,-119.140179,-1
44.94066527,-63.53560982,-1
47.8236362,-79.8677726,19
45.40374751,-75.71491767,-1
47.276551,-61.698501,5
50.8640993,-98.1049794,-1
43.20678703,-79.72227699,-1
46.8755541,-71.0946848,59
45.5610403,-73.5547377,128
45.5160219,-73.5678759,-1
42.0439783,-82.58987652,-1
50.6536237,-102.0763357,63
49.4765282,-111.1059652,-1
42.83498434,-80.30302208,114
45.375539,-73.567078,-1
46.5273405,-72.7503615,-1
45.646679,-75.918075,-1
43.0347618,-81.2548673,108
44.29168436,-77.56523054,-1
43.43250873,-80.30816638,113
44.5372591,-78.7393101,98
43.14549168,-79.26775061,118
46.700528,-71.612937,-1
49.5005675,-115.0640847,54
49.2630895,-123.1058083,119
43.22623098,-79.98003965,135
49.9037564,-97.1316823,101
45.51731112,-75.39040595,95
51.01752815,-114.0361051,83
43.8372648,-66.1157,23
51.01860035,-114.035664,83
43.8397364,-66.1191372,23
50.66697891,-120.3509132,55
42.982082,-81.2558389,108
48.4278218,-123.3468656,70
44.37612655,-64.31242871,34
44.7784177,-63.0152379,41
54.7684717,-101.877881,2
54.769801,-101.878967,2
46.5066496,-80.98759185,14
51.6426053,-103.5366687,43
45.51326755,-73.57127422,139
43.09796685,-82.00057605,-1
51.04461928,-114.0439563,83
58.7166428,-111.1500187,-1
51.15146215,-100.062544,-1
42.88572025,-79.05170716,-1
42.92287748,-78.91746617,-1
48.6100185,-93.3992119,-1
49.9277297,-97.13997464,101
43.24696671,-79.06813508,117
44.2367365,-76.4657688,77
44.23093773,-76.45961674,77
45.8528025,-66.4762838,33
49.9724138,-98.2789381,-1
58.8062848,-122.6939592,-1
52.6814716,-113.5837205,-1
46.257735,-60.1183583,31
50.76385065,-103.7945509,-1
50.7585146,-103.8016252,-1
45.297411,-73.251021,92
53.70961042,-113.2202695,-1
56.24016,-120.8457802,3
58.3840353,-116.0231174,-1
49.694285,-112.851562,54
43.63905276,-79.40348653,142
45.5300412,-74.9930008,72
45.51687218,-75.39059604,95
45.51677544,-75.39053218,95
45.51699593,-75.39052879,95
45.51688334,-75.39028139,95
48.307646,-89.4159053,6
49.0903729,-55.2624907,7
